number_people,date,timestamp,day_of_week,is_weekend,is_holiday,temperature,is_start_of_semester,is_during_semester,month,hour
16,2015-08-17 06:30:09-07:00,23409,0,0,0,63.42,0,0,8,6
18,2015-08-17 06:40:10-07:00,24010,0,0,0,63.42,0,0,8,6
13,2015-08-17 06:50:11-07:00,24611,0,0,0,63.42,0,0,8,6
23,2015-08-17 07:00:12-07:00,25212,0,0,0,64.69,0,0,8,7
26,2015-08-17 07:20:08-07:00,26408,0,0,0,64.69,0,0,8,7
23,2015-08-17 07:30:09-07:00,27009,0,0,0,64.69,0,0,8,7
17,2015-08-17 07:40:10-07:00,27610,0,0,0,64.69,0,0,8,7
27,2015-08-17 07:50:11-07:00,28211,0,0,0,64.69,0,0,8,7
23,2015-08-17 08:00:11-07:00,28811,0,0,0,65.53,0,0,8,8
38,2015-08-17 08:20:08-07:00,30008,0,0,0,65.53,0,0,8,8
24,2015-08-17 08:30:09-07:00,30609,0,0,0,65.53,0,0,8,8
23,2015-08-17 08:40:10-07:00,31210,0,0,0,65.53,0,0,8,8
32,2015-08-17 08:50:11-07:00,31811,0,0,0,65.53,0,0,8,8
31,2015-08-17 09:00:12-07:00,32412,0,0,0,66.71,0,0,8,9
31,2015-08-17 09:20:09-07:00,33609,0,0,0,66.71,0,0,8,9
32,2015-08-17 09:30:10-07:00,34210,0,0,0,66.71,0,0,8,9
34,2015-08-17 09:40:10-07:00,34810,0,0,0,66.71,0,0,8,9
39,2015-08-17 09:50:11-07:00,35411,0,0,0,66.71,0,0,8,9
39,2015-08-17 10:00:12-07:00,36012,0,0,0,67.83,0,0,8,10
33,2015-08-17 10:20:09-07:00,37209,0,0,0,67.83,0,0,8,10
33,2015-08-17 10:30:10-07:00,37810,0,0,0,67.83,0,0,8,10
37,2015-08-17 10:40:11-07:00,38411,0,0,0,67.83,0,0,8,10
29,2015-08-17 10:50:12-07:00,39012,0,0,0,67.83,0,0,8,10
32,2015-08-17 11:00:12-07:00,39612,0,0,0,67.81,0,0,8,11
35,2015-08-17 11:20:10-07:00,40810,0,0,0,67.81,0,0,8,11
26,2015-08-17 11:30:10-07:00,41410,0,0,0,67.81,0,0,8,11
34,2015-08-17 11:40:11-07:00,42011,0,0,0,67.81,0,0,8,11
29,2015-08-17 11:50:12-07:00,42612,0,0,0,67.81,0,0,8,11
28,2015-08-17 12:00:13-07:00,43213,0,0,0,68.76,0,0,8,12
32,2015-08-17 12:20:09-07:00,44409,0,0,0,68.76,0,0,8,12
27,2015-08-17 12:30:10-07:00,45010,0,0,0,68.76,0,0,8,12
26,2015-08-17 12:40:11-07:00,45611,0,0,0,68.76,0,0,8,12
27,2015-08-17 12:50:12-07:00,46212,0,0,0,68.76,0,0,8,12
31,2015-08-17 13:00:13-07:00,46813,0,0,0,70.75,0,0,8,13
33,2015-08-17 13:20:09-07:00,48009,0,0,0,70.75,0,0,8,13
31,2015-08-17 13:30:10-07:00,48610,0,0,0,70.75,0,0,8,13
30,2015-08-17 13:40:11-07:00,49211,0,0,0,70.75,0,0,8,13
28,2015-08-17 13:50:12-07:00,49812,0,0,0,70.75,0,0,8,13
27,2015-08-17 14:00:13-07:00,50413,0,0,0,70.18,0,0,8,14
30,2015-08-17 14:20:09-07:00,51609,0,0,0,70.18,0,0,8,14
18,2015-08-17 14:30:10-07:00,52210,0,0,0,70.18,0,0,8,14
27,2015-08-17 14:40:10-07:00,52810,0,0,0,70.18,0,0,8,14
37,2015-08-17 14:50:11-07:00,53411,0,0,0,70.18,0,0,8,14
33,2015-08-17 15:00:12-07:00,54012,0,0,0,69.65,0,0,8,15
33,2015-08-17 15:20:08-07:00,55208,0,0,0,69.65,0,0,8,15
44,2015-08-17 15:30:09-07:00,55809,0,0,0,69.65,0,0,8,15
43,2015-08-17 15:40:10-07:00,56410,0,0,0,69.65,0,0,8,15
48,2015-08-17 15:50:11-07:00,57011,0,0,0,69.65,0,0,8,15
45,2015-08-17 16:00:12-07:00,57612,0,0,0,67.99,0,0,8,16
50,2015-08-17 16:20:08-07:00,58808,0,0,0,67.99,0,0,8,16
42,2015-08-17 16:30:09-07:00,59409,0,0,0,67.99,0,0,8,16
45,2015-08-17 16:40:09-07:00,60009,0,0,0,67.99,0,0,8,16
47,2015-08-17 16:50:10-07:00,60610,0,0,0,67.99,0,0,8,16
47,2015-08-17 17:00:10-07:00,61210,0,0,0,67.04,0,0,8,17
55,2015-08-17 17:20:09-07:00,62409,0,0,0,67.04,0,0,8,17
68,2015-08-17 17:30:10-07:00,63010,0,0,0,67.04,0,0,8,17
50,2015-08-17 17:40:10-07:00,63610,0,0,0,67.04,0,0,8,17
58,2015-08-17 17:50:11-07:00,64211,0,0,0,67.04,0,0,8,17
65,2015-08-17 18:00:12-07:00,64812,0,0,0,64.26,0,0,8,18
63,2015-08-17 18:20:09-07:00,66009,0,0,0,64.26,0,0,8,18
63,2015-08-17 18:30:09-07:00,66609,0,0,0,64.26,0,0,8,18
74,2015-08-17 18:40:10-07:00,67210,0,0,0,64.26,0,0,8,18
69,2015-08-17 18:50:11-07:00,67811,0,0,0,64.26,0,0,8,18
69,2015-08-17 19:00:11-07:00,68411,0,0,0,63.04,0,0,8,19
60,2015-08-17 19:20:09-07:00,69609,0,0,0,63.04,0,0,8,19
68,2015-08-17 19:30:10-07:00,70210,0,0,0,63.04,0,0,8,19
73,2015-08-17 19:40:11-07:00,70811,0,0,0,63.04,0,0,8,19
50,2015-08-17 19:50:12-07:00,71412,0,0,0,63.04,0,0,8,19
53,2015-08-17 20:00:12-07:00,72012,0,0,0,62,0,0,8,20
50,2015-08-17 20:20:09-07:00,73209,0,0,0,62,0,0,8,20
45,2015-08-17 20:30:09-07:00,73809,0,0,0,62,0,0,8,20
52,2015-08-17 20:40:10-07:00,74410,0,0,0,62,0,0,8,20
66,2015-08-17 20:50:10-07:00,75010,0,0,0,62,0,0,8,20
64,2015-08-17 21:00:11-07:00,75611,0,0,0,62,0,0,8,21
60,2015-08-17 21:20:09-07:00,76809,0,0,0,62,0,0,8,21
44,2015-08-17 21:30:09-07:00,77409,0,0,0,62,0,0,8,21
50,2015-08-17 21:40:10-07:00,78010,0,0,0,62,0,0,8,21
46,2015-08-17 21:50:11-07:00,78611,0,0,0,62,0,0,8,21
39,2015-08-17 22:00:12-07:00,79212,0,0,0,62,0,0,8,22
42,2015-08-17 22:20:09-07:00,80409,0,0,0,62,0,0,8,22
49,2015-08-17 22:30:09-07:00,81009,0,0,0,62,0,0,8,22
34,2015-08-17 22:40:10-07:00,81610,0,0,0,62,0,0,8,22
32,2015-08-17 22:50:11-07:00,82211,0,0,0,62,0,0,8,22
35,2015-08-17 23:00:12-07:00,82812,0,0,0,62,0,0,8,23
27,2015-08-17 23:20:09-07:00,84009,0,0,0,62,0,0,8,23
21,2015-08-17 23:30:09-07:00,84609,0,0,0,62,0,0,8,23
28,2015-08-17 23:40:09-07:00,85209,0,0,0,62,0,0,8,23
23,2015-08-17 23:50:10-07:00,85810,0,0,0,62,0,0,8,23
20,2015-08-18 00:00:11-07:00,11,1,0,0,62,0,0,8,0
19,2015-08-18 00:20:08-07:00,1208,1,0,0,62,0,0,8,0
15,2015-08-18 00:30:09-07:00,1809,1,0,0,62,0,0,8,0
15,2015-08-18 00:40:10-07:00,2410,1,0,0,62,0,0,8,0
18,2015-08-18 00:50:10-07:00,3010,1,0,0,62,0,0,8,0
12,2015-08-18 01:00:11-07:00,3611,1,0,0,61.8,0,0,8,1
0,2015-08-18 05:20:09-07:00,19209,1,0,0,61.73,0,0,8,5
0,2015-08-18 05:30:09-07:00,19809,1,0,0,61.73,0,0,8,5
0,2015-08-18 05:40:10-07:00,20410,1,0,0,61.73,0,0,8,5
0,2015-08-18 05:50:11-07:00,21011,1,0,0,61.73,0,0,8,5
2,2015-08-18 06:00:11-07:00,21611,1,0,0,61.73,0,0,8,6
7,2015-08-18 06:20:09-07:00,22809,1,0,0,61.73,0,0,8,6
10,2015-08-18 06:30:10-07:00,23410,1,0,0,61.73,0,0,8,6
11,2015-08-18 06:40:10-07:00,24010,1,0,0,61.73,0,0,8,6
6,2015-08-18 06:50:11-07:00,24611,1,0,0,61.73,0,0,8,6
17,2015-08-18 07:00:11-07:00,25211,1,0,0,61.73,0,0,8,7
14,2015-08-18 07:20:09-07:00,26409,1,0,0,61.73,0,0,8,7
20,2015-08-18 07:30:09-07:00,27009,1,0,0,61.73,0,0,8,7
19,2015-08-18 07:40:10-07:00,27610,1,0,0,61.73,0,0,8,7
22,2015-08-18 07:50:11-07:00,28211,1,0,0,61.73,0,0,8,7
27,2015-08-18 08:00:11-07:00,28811,1,0,0,62.01,0,0,8,8
32,2015-08-18 08:20:09-07:00,30009,1,0,0,62.01,0,0,8,8
36,2015-08-18 08:30:10-07:00,30610,1,0,0,62.01,0,0,8,8
35,2015-08-18 08:40:11-07:00,31211,1,0,0,62.01,0,0,8,8
39,2015-08-18 08:50:11-07:00,31811,1,0,0,62.01,0,0,8,8
35,2015-08-18 09:00:12-07:00,32412,1,0,0,63.47,0,0,8,9
34,2015-08-18 09:20:09-07:00,33609,1,0,0,63.47,0,0,8,9
34,2015-08-18 09:30:10-07:00,34210,1,0,0,63.47,0,0,8,9
28,2015-08-18 09:40:10-07:00,34810,1,0,0,63.47,0,0,8,9
19,2015-08-18 09:50:11-07:00,35411,1,0,0,63.47,0,0,8,9
32,2015-08-18 10:00:12-07:00,36012,1,0,0,64.96,0,0,8,10
48,2015-08-18 10:20:08-07:00,37208,1,0,0,64.96,0,0,8,10
47,2015-08-18 10:30:09-07:00,37809,1,0,0,64.96,0,0,8,10
37,2015-08-18 10:40:10-07:00,38410,1,0,0,64.96,0,0,8,10
32,2015-08-18 10:50:10-07:00,39010,1,0,0,64.96,0,0,8,10
30,2015-08-18 11:00:11-07:00,39611,1,0,0,66.18,0,0,8,11
35,2015-08-18 11:20:09-07:00,40809,1,0,0,66.18,0,0,8,11
26,2015-08-18 11:30:10-07:00,41410,1,0,0,66.18,0,0,8,11
26,2015-08-18 11:40:10-07:00,42010,1,0,0,66.18,0,0,8,11
22,2015-08-18 11:50:11-07:00,42611,1,0,0,66.18,0,0,8,11
29,2015-08-18 12:00:11-07:00,43211,1,0,0,66.18,0,0,8,12
31,2015-08-18 12:20:10-07:00,44410,1,0,0,66.18,0,0,8,12
28,2015-08-18 12:30:10-07:00,45010,1,0,0,66.18,0,0,8,12
24,2015-08-18 12:40:11-07:00,45611,1,0,0,66.18,0,0,8,12
30,2015-08-18 12:50:12-07:00,46212,1,0,0,66.18,0,0,8,12
34,2015-08-18 13:00:12-07:00,46812,1,0,0,67.41,0,0,8,13
36,2015-08-18 13:20:09-07:00,48009,1,0,0,67.41,0,0,8,13
29,2015-08-18 13:30:10-07:00,48610,1,0,0,67.41,0,0,8,13
31,2015-08-18 13:40:11-07:00,49211,1,0,0,67.41,0,0,8,13
24,2015-08-18 13:50:12-07:00,49812,1,0,0,67.41,0,0,8,13
27,2015-08-18 14:00:12-07:00,50412,1,0,0,67.69,0,0,8,14
36,2015-08-18 14:20:09-07:00,51609,1,0,0,67.69,0,0,8,14
36,2015-08-18 14:30:10-07:00,52210,1,0,0,67.69,0,0,8,14
44,2015-08-18 14:40:10-07:00,52810,1,0,0,67.69,0,0,8,14
32,2015-08-18 14:50:11-07:00,53411,1,0,0,67.69,0,0,8,14
28,2015-08-18 15:00:11-07:00,54011,1,0,0,67.21,0,0,8,15
36,2015-08-18 15:20:10-07:00,55210,1,0,0,67.21,0,0,8,15
43,2015-08-18 15:30:10-07:00,55810,1,0,0,67.21,0,0,8,15
32,2015-08-18 15:40:11-07:00,56411,1,0,0,67.21,0,0,8,15
37,2015-08-18 15:50:11-07:00,57011,1,0,0,67.21,0,0,8,15
34,2015-08-18 16:00:12-07:00,57612,1,0,0,66.68,0,0,8,16
33,2015-08-18 16:20:10-07:00,58810,1,0,0,66.68,0,0,8,16
41,2015-08-18 16:30:11-07:00,59411,1,0,0,66.68,0,0,8,16
41,2015-08-18 16:35:08-07:00,59708,1,0,0,66.68,0,0,8,16
35,2015-08-18 16:40:11-07:00,60011,1,0,0,66.68,0,0,8,16
43,2015-08-18 16:50:12-07:00,60612,1,0,0,66.68,0,0,8,16
45,2015-08-18 17:00:13-07:00,61213,1,0,0,65.96,0,0,8,17
53,2015-08-18 17:20:09-07:00,62409,1,0,0,65.96,0,0,8,17
61,2015-08-18 17:30:10-07:00,63010,1,0,0,65.96,0,0,8,17
63,2015-08-18 17:40:10-07:00,63610,1,0,0,65.96,0,0,8,17
51,2015-08-18 17:50:11-07:00,64211,1,0,0,65.96,0,0,8,17
62,2015-08-18 18:00:12-07:00,64812,1,0,0,65.22,0,0,8,18
62,2015-08-18 18:20:09-07:00,66009,1,0,0,65.22,0,0,8,18
56,2015-08-18 18:30:10-07:00,66610,1,0,0,65.22,0,0,8,18
71,2015-08-18 18:40:10-07:00,67210,1,0,0,65.22,0,0,8,18
72,2015-08-18 18:50:11-07:00,67811,1,0,0,65.22,0,0,8,18
54,2015-08-18 19:00:12-07:00,68412,1,0,0,64,0,0,8,19
63,2015-08-18 19:20:09-07:00,69609,1,0,0,64,0,0,8,19
67,2015-08-18 19:30:09-07:00,70209,1,0,0,64,0,0,8,19
65,2015-08-18 19:40:10-07:00,70810,1,0,0,64,0,0,8,19
53,2015-08-18 19:50:11-07:00,71411,1,0,0,64,0,0,8,19
62,2015-08-18 20:00:11-07:00,72011,1,0,0,63.73,0,0,8,20
60,2015-08-18 20:20:09-07:00,73209,1,0,0,63.73,0,0,8,20
44,2015-08-18 20:30:09-07:00,73809,1,0,0,63.73,0,0,8,20
44,2015-08-18 20:40:10-07:00,74410,1,0,0,63.73,0,0,8,20
43,2015-08-18 20:50:11-07:00,75011,1,0,0,63.73,0,0,8,20
35,2015-08-18 21:00:12-07:00,75612,1,0,0,63.73,0,0,8,21
38,2015-08-18 21:20:09-07:00,76809,1,0,0,63.73,0,0,8,21
44,2015-08-18 21:30:09-07:00,77409,1,0,0,63.73,0,0,8,21
40,2015-08-18 21:40:10-07:00,78010,1,0,0,63.73,0,0,8,21
54,2015-08-18 21:50:11-07:00,78611,1,0,0,63.73,0,0,8,21
41,2015-08-18 22:00:11-07:00,79211,1,0,0,63.2,0,0,8,22
45,2015-08-18 22:20:09-07:00,80409,1,0,0,63.2,0,0,8,22
37,2015-08-18 22:30:10-07:00,81010,1,0,0,63.2,0,0,8,22
40,2015-08-18 22:40:10-07:00,81610,1,0,0,63.2,0,0,8,22
36,2015-08-18 22:50:11-07:00,82211,1,0,0,63.2,0,0,8,22
41,2015-08-18 23:00:11-07:00,82811,1,0,0,63,0,0,8,23
32,2015-08-18 23:20:09-07:00,84009,1,0,0,63,0,0,8,23
29,2015-08-18 23:30:10-07:00,84610,1,0,0,63,0,0,8,23
27,2015-08-18 23:40:10-07:00,85210,1,0,0,63,0,0,8,23
27,2015-08-18 23:50:11-07:00,85811,1,0,0,63,0,0,8,23
23,2015-08-19 00:00:11-07:00,11,2,0,0,63,0,0,8,0
14,2015-08-19 00:20:09-07:00,1209,2,0,0,63,0,0,8,0
15,2015-08-19 00:30:09-07:00,1809,2,0,0,63,0,0,8,0
12,2015-08-19 00:40:10-07:00,2410,2,0,0,63,0,0,8,0
7,2015-08-19 00:50:10-07:00,3010,2,0,0,63,0,0,8,0
6,2015-08-19 01:00:12-07:00,3612,2,0,0,62.73,0,0,8,1
2,2015-08-19 05:20:09-07:00,19209,2,0,0,63,0,0,8,5
4,2015-08-19 05:30:09-07:00,19809,2,0,0,63,0,0,8,5
6,2015-08-19 05:40:10-07:00,20410,2,0,0,63,0,0,8,5
5,2015-08-19 05:50:11-07:00,21011,2,0,0,63,0,0,8,5
10,2015-08-19 06:00:11-07:00,21611,2,0,0,63,0,0,8,6
10,2015-08-19 06:20:09-07:00,22809,2,0,0,63,0,0,8,6
12,2015-08-19 06:30:10-07:00,23410,2,0,0,63,0,0,8,6
9,2015-08-19 06:40:10-07:00,24010,2,0,0,63,0,0,8,6
12,2015-08-19 06:50:11-07:00,24611,2,0,0,63,0,0,8,6
21,2015-08-19 07:00:11-07:00,25211,2,0,0,63.01,0,0,8,7
23,2015-08-19 07:20:09-07:00,26409,2,0,0,63.01,0,0,8,7
21,2015-08-19 07:30:10-07:00,27010,2,0,0,63.01,0,0,8,7
15,2015-08-19 07:40:10-07:00,27610,2,0,0,63.01,0,0,8,7
26,2015-08-19 07:50:11-07:00,28211,2,0,0,63.01,0,0,8,7
31,2015-08-19 08:00:11-07:00,28811,2,0,0,62.96,0,0,8,8
37,2015-08-19 08:20:09-07:00,30009,2,0,0,62.96,0,0,8,8
31,2015-08-19 08:30:10-07:00,30610,2,0,0,62.96,0,0,8,8
24,2015-08-19 08:40:10-07:00,31210,2,0,0,62.96,0,0,8,8
32,2015-08-19 08:50:11-07:00,31811,2,0,0,62.96,0,0,8,8
36,2015-08-19 09:00:11-07:00,32411,2,0,0,63,0,0,8,9
24,2015-08-19 09:20:10-07:00,33610,2,0,0,63,0,0,8,9
27,2015-08-19 09:30:10-07:00,34210,2,0,0,63,0,0,8,9
21,2015-08-19 09:40:11-07:00,34811,2,0,0,63,0,0,8,9
26,2015-08-19 09:50:11-07:00,35411,2,0,0,63,0,0,8,9
29,2015-08-19 10:00:12-07:00,36012,2,0,0,63.2,0,0,8,10
31,2015-08-19 10:20:09-07:00,37209,2,0,0,63.2,0,0,8,10
34,2015-08-19 10:30:10-07:00,37810,2,0,0,63.2,0,0,8,10
35,2015-08-19 10:40:10-07:00,38410,2,0,0,63.2,0,0,8,10
42,2015-08-19 10:50:11-07:00,39011,2,0,0,63.2,0,0,8,10
34,2015-08-19 11:00:12-07:00,39612,2,0,0,63.93,0,0,8,11
35,2015-08-19 11:20:09-07:00,40809,2,0,0,63.93,0,0,8,11
43,2015-08-19 11:30:10-07:00,41410,2,0,0,63.93,0,0,8,11
38,2015-08-19 11:40:10-07:00,42010,2,0,0,63.93,0,0,8,11
31,2015-08-19 11:50:11-07:00,42611,2,0,0,63.93,0,0,8,11
45,2015-08-19 12:00:12-07:00,43212,2,0,0,64.66,0,0,8,12
39,2015-08-19 12:20:09-07:00,44409,2,0,0,64.66,0,0,8,12
33,2015-08-19 12:30:10-07:00,45010,2,0,0,64.66,0,0,8,12
30,2015-08-19 12:40:11-07:00,45611,2,0,0,64.66,0,0,8,12
32,2015-08-19 12:50:11-07:00,46211,2,0,0,64.66,0,0,8,12
38,2015-08-19 13:00:12-07:00,46812,2,0,0,65.95,0,0,8,13
29,2015-08-19 13:20:09-07:00,48009,2,0,0,65.95,0,0,8,13
32,2015-08-19 13:30:09-07:00,48609,2,0,0,65.95,0,0,8,13
39,2015-08-19 13:40:10-07:00,49210,2,0,0,65.95,0,0,8,13
25,2015-08-19 13:50:10-07:00,49810,2,0,0,65.95,0,0,8,13
20,2015-08-19 14:00:11-07:00,50411,2,0,0,66.15,0,0,8,14
35,2015-08-19 14:20:09-07:00,51609,2,0,0,66.15,0,0,8,14
30,2015-08-19 14:30:10-07:00,52210,2,0,0,66.15,0,0,8,14
28,2015-08-19 14:40:10-07:00,52810,2,0,0,66.15,0,0,8,14
32,2015-08-19 14:50:11-07:00,53411,2,0,0,66.15,0,0,8,14
29,2015-08-19 15:00:12-07:00,54012,2,0,0,66.87,0,0,8,15
30,2015-08-19 15:20:09-07:00,55209,2,0,0,66.87,0,0,8,15
40,2015-08-19 15:30:10-07:00,55810,2,0,0,66.87,0,0,8,15
39,2015-08-19 15:40:11-07:00,56411,2,0,0,66.87,0,0,8,15
46,2015-08-19 15:50:11-07:00,57011,2,0,0,66.87,0,0,8,15
35,2015-08-19 16:00:12-07:00,57612,2,0,0,66.66,0,0,8,16
40,2015-08-19 16:20:09-07:00,58809,2,0,0,66.66,0,0,8,16
47,2015-08-19 16:30:10-07:00,59410,2,0,0,66.66,0,0,8,16
